order_id,product_id,add_to_cart_order,reordered,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order,product_name,aisle_id,department_id,aisle,department,total_orders,avg_add_to_cart_order,avg_reorder_rate,avg_days_since_prior_order,product_sales,sales_per_week,sales_per_day
2809438.0,1.0,1.0,1.0,9694.0,prior,7.0,Thursday,18.0,28.0,Chocolate Sandwich Cookies,61.0,19.0,cookies cakes,snacks,15,8.55766,0.55985,11.145801453199072,17344,2522,70
425352.0,1.0,4.0,1.0,9694.0,prior,10.0,Thursday,7.0,16.0,Chocolate Sandwich Cookies,61.0,19.0,cookies cakes,snacks,15,8.55766,0.55985,11.145801453199072,17344,2522,68
2453441.0,1.0,1.0,1.0,9694.0,prior,14.0,Thursday,22.0,1.0,Chocolate Sandwich Cookies,61.0,19.0,cookies cakes,snacks,15,8.55766,0.55985,11.145801453199072,17344,2522,81
1189695.0,1.0,1.0,1.0,9694.0,prior,15.0,Thursday,16.0,14.0,Chocolate Sandwich Cookies,61.0,19.0,cookies cakes,snacks,15,8.55766,0.55985,11.145801453199072,17344,2522,272
1759231.0,1.0,2.0,1.0,9694.0,prior,16.0,Thursday,15.0,7.0,Chocolate Sandwich Cookies,61.0,19.0,cookies cakes,snacks,15,8.55766,0.55985,11.145801453199072,17344,2522,185
482648.0,1.0,1.0,1.0,9694.0,prior,20.0,Thursday,13.0,8.0,Chocolate Sandwich Cookies,61.0,19.0,cookies cakes,snacks,15,8.55766,0.55985,11.145801453199072,17344,2522,302
2201348.0,1.0,7.0,1.0,9694.0,prior,22.0,Thursday,14.0,16.0,Chocolate Sandwich Cookies,61.0,19.0,cookies cakes,snacks,15,8.55766,0.55985,11.145801453199072,17344,2522,152
2120332.0,118.0,14.0,0.0,10001.0,prior,15.0,Sunday,19.0,6.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,2,8.55766,0.55985,11.145801453199072,1949,356,2
1772930.0,118.0,18.0,0.0,13149.0,prior,43.0,Monday,18.0,1.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,6,8.55766,0.55985,11.145801453199072,1949,250,16
532083.0,162.0,10.0,0.0,13149.0,prior,38.0,Monday,19.0,9.0,Organic Mini Homestyle Waffles,52.0,1.0,frozen breakfast,frozen,6,8.55766,0.55985,11.145801453199072,58600,9228,341
2061530.0,10.0,12.0,0.0,13149.0,prior,9.0,Thursday,13.0,8.0,Sparkling Orange Juice & Prickly Pear Beverage,115.0,7.0,water seltzer sparkling water,beverages,6,8.55766,0.55985,11.145801453199072,16719,2466,163
2637140.0,160.0,6.0,0.0,13149.0,prior,3.0,Wednesday,19.0,8.0,100% Recycled Aluminum Foil,97.0,13.0,baking supplies decor,pantry,6,8.55766,0.55985,11.145801453199072,9039,1044,44
3182353.0,160.0,4.0,1.0,13149.0,prior,16.0,Friday,9.0,6.0,100% Recycled Aluminum Foil,97.0,13.0,baking supplies decor,pantry,6,8.55766,0.55985,11.145801453199072,9039,1277,118
2385088.0,160.0,11.0,1.0,13149.0,prior,36.0,Saturday,16.0,6.0,100% Recycled Aluminum Foil,97.0,13.0,baking supplies decor,pantry,6,8.55766,0.55985,11.145801453199072,9039,1355,109
406717.0,118.0,11.0,0.0,13456.0,prior,20.0,Wednesday,15.0,10.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,3,8.55766,0.55985,11.145801453199072,1949,250,4
1693189.0,118.0,10.0,1.0,13456.0,prior,22.0,Sunday,11.0,6.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,3,8.55766,0.55985,11.145801453199072,1949,356,27
405291.0,118.0,15.0,1.0,13456.0,prior,36.0,Sunday,14.0,7.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,3,8.55766,0.55985,11.145801453199072,1949,356,46
1000165.0,118.0,3.0,0.0,14384.0,prior,14.0,Tuesday,15.0,30.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,1,8.55766,0.55985,11.145801453199072,1949,345,37
2254525.0,118.0,1.0,0.0,16301.0,prior,7.0,Friday,16.0,23.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,11,8.55766,0.55985,11.145801453199072,1949,343,16
1999583.0,118.0,2.0,1.0,16301.0,prior,8.0,Tuesday,13.0,18.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,11,8.55766,0.55985,11.145801453199072,1949,345,37
2665675.0,118.0,3.0,1.0,16301.0,prior,9.0,Thursday,10.0,16.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,11,8.55766,0.55985,11.145801453199072,1949,201,11
2934399.0,118.0,2.0,1.0,16301.0,prior,10.0,Monday,11.0,4.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,11,8.55766,0.55985,11.145801453199072,1949,250,19
2094063.0,118.0,2.0,1.0,16301.0,prior,12.0,Wednesday,12.0,22.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,11,8.55766,0.55985,11.145801453199072,1949,250,11
3344263.0,118.0,2.0,1.0,16301.0,prior,14.0,Friday,12.0,30.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,11,8.55766,0.55985,11.145801453199072,1949,343,11
1318197.0,118.0,2.0,1.0,16301.0,prior,15.0,Tuesday,14.0,30.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,11,8.55766,0.55985,11.145801453199072,1949,345,49
2005208.0,118.0,4.0,1.0,16301.0,prior,17.0,Sunday,10.0,28.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,11,8.55766,0.55985,11.145801453199072,1949,356,47
2683976.0,118.0,1.0,1.0,16301.0,prior,18.0,Friday,13.0,19.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,11,8.55766,0.55985,11.145801453199072,1949,343,24
993801.0,118.0,3.0,1.0,16301.0,prior,19.0,Friday,10.0,21.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,11,8.55766,0.55985,11.145801453199072,1949,343,16
391330.0,118.0,4.0,1.0,16301.0,prior,20.0,Friday,13.0,14.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,11,8.55766,0.55985,11.145801453199072,1949,343,24
2429036.0,118.0,2.0,0.0,16669.0,prior,65.0,Tuesday,11.0,1.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,4,8.55766,0.55985,11.145801453199072,1949,345,4
2476473.0,118.0,10.0,1.0,16669.0,prior,70.0,Tuesday,17.0,0.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,4,8.55766,0.55985,11.145801453199072,1949,345,4
1831854.0,160.0,4.0,0.0,16669.0,prior,6.0,Saturday,16.0,0.0,100% Recycled Aluminum Foil,97.0,13.0,baking supplies decor,pantry,4,8.55766,0.55985,11.145801453199072,9039,1355,109
1518963.0,49.0,4.0,0.0,16669.0,prior,30.0,Wednesday,16.0,1.0,Vegetarian Grain Meat Sausages Italian - 4 CT,14.0,20.0,tofu meat alternatives,deli,4,8.55766,0.55985,11.145801453199072,13854,1425,86
2964478.0,118.0,11.0,1.0,17948.0,prior,2.0,Sunday,8.0,7.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,3,8.55766,0.55985,11.145801453199072,1949,356,3
621647.0,118.0,18.0,1.0,17948.0,prior,4.0,Sunday,9.0,14.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,3,8.55766,0.55985,11.145801453199072,1949,356,4
722039.0,118.0,5.0,0.0,20342.0,prior,35.0,Saturday,19.0,4.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,1,8.55766,0.55985,11.145801453199072,1949,204,3
122133.0,118.0,12.0,0.0,22716.0,prior,6.0,Saturday,13.0,24.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,1,8.55766,0.55985,11.145801453199072,1949,204,6
968691.0,162.0,8.0,0.0,23265.0,prior,17.0,Sunday,17.0,30.0,Organic Mini Homestyle Waffles,52.0,1.0,frozen breakfast,frozen,5,8.55766,0.55985,11.145801453199072,58600,13866,921
888082.0,116.0,5.0,0.0,23265.0,prior,3.0,Tuesday,21.0,30.0,English Muffins,93.0,3.0,breakfast bakery,bakery,5,8.55766,0.55985,11.145801453199072,49228,6720,44
3023527.0,116.0,1.0,1.0,23265.0,prior,6.0,Wednesday,18.0,0.0,English Muffins,93.0,3.0,breakfast bakery,bakery,5,8.55766,0.55985,11.145801453199072,49228,5687,146
2476680.0,152.0,9.0,0.0,23265.0,prior,7.0,Thursday,23.0,29.0,"3 in 1 Soap for Every Man, Cucumber & Lemon",25.0,11.0,soap,personal care,5,8.55766,0.55985,11.145801453199072,22,5,5
892214.0,118.0,15.0,0.0,23279.0,prior,3.0,Wednesday,13.0,7.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,1,8.55766,0.55985,11.145801453199072,1949,250,92
2696824.0,118.0,18.0,0.0,23319.0,prior,33.0,Sunday,16.0,13.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,1,8.55766,0.55985,11.145801453199072,1949,356,3
502733.0,118.0,15.0,0.0,24629.0,prior,31.0,Thursday,0.0,11.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,2,8.55766,0.55985,11.145801453199072,1949,201,2
3132972.0,95.0,15.0,0.0,24629.0,prior,35.0,Monday,23.0,10.0,Organic Rice Vinegar,66.0,6.0,asian foods,international,2,8.55766,0.55985,11.145801453199072,6793,1234,14
1434127.0,118.0,1.0,0.0,25533.0,prior,20.0,Thursday,14.0,4.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,6,8.55766,0.55985,11.145801453199072,1949,201,8
2363987.0,118.0,37.0,1.0,25533.0,prior,21.0,Sunday,15.0,3.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,6,8.55766,0.55985,11.145801453199072,1949,356,19
54590.0,118.0,34.0,1.0,25533.0,prior,28.0,Sunday,15.0,7.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,6,8.55766,0.55985,11.145801453199072,1949,356,19
1795294.0,118.0,28.0,1.0,25533.0,prior,38.0,Monday,10.0,3.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,6,8.55766,0.55985,11.145801453199072,1949,250,6
1413578.0,118.0,22.0,1.0,25533.0,prior,42.0,Sunday,14.0,9.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,6,8.55766,0.55985,11.145801453199072,1949,356,46
2072187.0,118.0,38.0,1.0,25533.0,prior,54.0,Sunday,11.0,7.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,6,8.55766,0.55985,11.145801453199072,1949,356,27
1499029.0,118.0,3.0,0.0,25639.0,prior,16.0,Friday,10.0,19.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,1,8.55766,0.55985,11.145801453199072,1949,343,16
865993.0,118.0,1.0,0.0,27646.0,prior,10.0,Thursday,16.0,30.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,2,8.55766,0.55985,11.145801453199072,1949,201,38
1532016.0,118.0,11.0,1.0,27646.0,prior,15.0,Tuesday,6.0,15.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,2,8.55766,0.55985,11.145801453199072,1949,345,74
1777313.0,118.0,9.0,0.0,28517.0,prior,8.0,Sunday,13.0,29.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,1,8.55766,0.55985,11.145801453199072,1949,356,1
3301755.0,118.0,25.0,1.0,29041.0,prior,6.0,Saturday,15.0,3.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,7,8.55766,0.55985,11.145801453199072,1949,204,47
3030413.0,45.0,22.0,0.0,29041.0,prior,2.0,Friday,21.0,6.0,European Cucumber,83.0,4.0,fresh vegetables,produce,7,8.55766,0.55985,11.145801453199072,153398,18564,610
3301755.0,45.0,11.0,1.0,29041.0,prior,6.0,Saturday,15.0,3.0,European Cucumber,83.0,4.0,fresh vegetables,produce,7,8.55766,0.55985,11.145801453199072,153398,21674,1530
1578455.0,79.0,32.0,0.0,29041.0,prior,25.0,Saturday,16.0,2.0,Wild Albacore Tuna No Salt Added,95.0,15.0,canned meat seafood,canned goods,7,8.55766,0.55985,11.145801453199072,19272,2561,208
328738.0,79.0,11.0,1.0,29041.0,prior,28.0,Friday,13.0,5.0,Wild Albacore Tuna No Salt Added,95.0,15.0,canned meat seafood,canned goods,7,8.55766,0.55985,11.145801453199072,19272,2302,205
377867.0,79.0,17.0,1.0,29041.0,prior,51.0,Monday,15.0,5.0,Wild Albacore Tuna No Salt Added,95.0,15.0,canned meat seafood,canned goods,7,8.55766,0.55985,11.145801453199072,19272,3482,271
742587.0,79.0,21.0,1.0,29041.0,prior,52.0,Saturday,16.0,5.0,Wild Albacore Tuna No Salt Added,95.0,15.0,canned meat seafood,canned goods,7,8.55766,0.55985,11.145801453199072,19272,2561,208
1421458.0,118.0,3.0,0.0,31164.0,prior,8.0,Friday,14.0,5.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,1,8.55766,0.55985,11.145801453199072,1949,343,11
1678404.0,118.0,9.0,0.0,32383.0,prior,23.0,Sunday,11.0,6.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,8,8.55766,0.55985,11.145801453199072,1949,356,27
1723543.0,162.0,7.0,1.0,32383.0,prior,3.0,Thursday,16.0,5.0,Organic Mini Homestyle Waffles,52.0,1.0,frozen breakfast,frozen,8,8.55766,0.55985,11.145801453199072,58600,7203,295
1768210.0,162.0,3.0,1.0,32383.0,prior,13.0,Thursday,12.0,12.0,Organic Mini Homestyle Waffles,52.0,1.0,frozen breakfast,frozen,8,8.55766,0.55985,11.145801453199072,58600,7203,631
1143329.0,162.0,6.0,1.0,32383.0,prior,18.0,Wednesday,16.0,2.0,Organic Mini Homestyle Waffles,52.0,1.0,frozen breakfast,frozen,8,8.55766,0.55985,11.145801453199072,58600,6950,494
2612785.0,162.0,11.0,1.0,32383.0,prior,22.0,Monday,12.0,5.0,Organic Mini Homestyle Waffles,52.0,1.0,frozen breakfast,frozen,8,8.55766,0.55985,11.145801453199072,58600,9228,646
2249710.0,162.0,5.0,1.0,32383.0,prior,29.0,Friday,6.0,4.0,Organic Mini Homestyle Waffles,52.0,1.0,frozen breakfast,frozen,8,8.55766,0.55985,11.145801453199072,58600,6248,104
2793269.0,162.0,4.0,1.0,32383.0,prior,33.0,Thursday,12.0,4.0,Organic Mini Homestyle Waffles,52.0,1.0,frozen breakfast,frozen,8,8.55766,0.55985,11.145801453199072,58600,7203,631
1065799.0,118.0,11.0,0.0,32760.0,prior,10.0,Tuesday,14.0,30.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,1,8.55766,0.55985,11.145801453199072,1949,345,49
1166653.0,118.0,4.0,0.0,35702.0,prior,26.0,Sunday,9.0,7.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,1,8.55766,0.55985,11.145801453199072,1949,356,4
759853.0,118.0,9.0,0.0,35784.0,prior,3.0,Saturday,13.0,30.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,1,8.55766,0.55985,11.145801453199072,1949,204,6
3123768.0,118.0,7.0,0.0,37716.0,prior,20.0,Monday,12.0,8.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,1,8.55766,0.55985,11.145801453199072,1949,250,2
248835.0,118.0,10.0,0.0,39517.0,prior,6.0,Monday,16.0,30.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,1,8.55766,0.55985,11.145801453199072,1949,250,3
1182982.0,118.0,6.0,0.0,40641.0,prior,61.0,Friday,9.0,6.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,6,8.55766,0.55985,11.145801453199072,1949,343,78
1651120.0,45.0,13.0,0.0,40641.0,prior,3.0,Wednesday,11.0,3.0,European Cucumber,83.0,4.0,fresh vegetables,produce,6,8.55766,0.55985,11.145801453199072,153398,16566,1667
1115822.0,95.0,4.0,0.0,40641.0,prior,9.0,Sunday,14.0,3.0,Organic Rice Vinegar,66.0,6.0,asian foods,international,6,8.55766,0.55985,11.145801453199072,6793,1321,160
993861.0,95.0,8.0,1.0,40641.0,prior,33.0,Wednesday,13.0,3.0,Organic Rice Vinegar,66.0,6.0,asian foods,international,6,8.55766,0.55985,11.145801453199072,6793,818,71
1182982.0,96.0,12.0,0.0,40641.0,prior,61.0,Friday,9.0,6.0,Sprinklez Confetti Fun Organic Toppings,97.0,13.0,baking supplies decor,pantry,6,8.55766,0.55985,11.145801453199072,433,68,13
279095.0,79.0,17.0,0.0,40641.0,prior,71.0,Friday,10.0,3.0,Wild Albacore Tuna No Salt Added,95.0,15.0,canned meat seafood,canned goods,6,8.55766,0.55985,11.145801453199072,19272,2302,145
3162216.0,59.0,1.0,0.0,40641.0,prior,14.0,Wednesday,10.0,2.0,Medium Taqueria Style Chipotle Salsa,50.0,19.0,fruit vegetable snacks,snacks,6,8.55766,0.55985,11.145801453199072,95,15,6
368941.0,118.0,3.0,0.0,47168.0,prior,43.0,Wednesday,9.0,2.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,2,8.55766,0.55985,11.145801453199072,1949,250,8
3177042.0,31.0,5.0,0.0,47168.0,prior,53.0,Friday,17.0,6.0,White Pearl Onions,123.0,4.0,packaged vegetables fruits,produce,2,8.55766,0.55985,11.145801453199072,194,20,2
1170712.0,118.0,6.0,0.0,47880.0,prior,12.0,Friday,14.0,5.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,4,8.55766,0.55985,11.145801453199072,1949,343,11
1074509.0,118.0,11.0,1.0,47880.0,prior,18.0,Wednesday,13.0,9.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,4,8.55766,0.55985,11.145801453199072,1949,250,92
1170712.0,18.0,24.0,0.0,47880.0,prior,12.0,Friday,14.0,5.0,Pizza for One Suprema  Frozen Pizza,79.0,1.0,frozen pizza,frozen,4,8.55766,0.55985,11.145801453199072,892,162,4
1074509.0,18.0,2.0,1.0,47880.0,prior,18.0,Wednesday,13.0,9.0,Pizza for One Suprema  Frozen Pizza,79.0,1.0,frozen pizza,frozen,4,8.55766,0.55985,11.145801453199072,892,98,5
558908.0,18.0,8.0,1.0,47880.0,prior,23.0,Sunday,2.0,17.0,Pizza for One Suprema  Frozen Pizza,79.0,1.0,frozen pizza,frozen,4,8.55766,0.55985,11.145801453199072,892,129,8
1252079.0,18.0,36.0,1.0,47880.0,prior,24.0,Sunday,2.0,0.0,Pizza for One Suprema  Frozen Pizza,79.0,1.0,frozen pizza,frozen,4,8.55766,0.55985,11.145801453199072,892,129,8
876332.0,118.0,14.0,0.0,49367.0,prior,17.0,Tuesday,12.0,30.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,1,8.55766,0.55985,11.145801453199072,1949,345,1
500488.0,118.0,3.0,1.0,50713.0,prior,6.0,Monday,20.0,30.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,2,8.55766,0.55985,11.145801453199072,1949,250,8
2925705.0,118.0,4.0,0.0,52989.0,prior,6.0,Thursday,12.0,30.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,1,8.55766,0.55985,11.145801453199072,1949,201,2
1796667.0,118.0,31.0,0.0,53140.0,prior,2.0,Monday,17.0,30.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,1,8.55766,0.55985,11.145801453199072,1949,250,1
2360117.0,118.0,5.0,0.0,53791.0,prior,8.0,Monday,13.0,30.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,1,8.55766,0.55985,11.145801453199072,1949,250,12
2295451.0,118.0,9.0,0.0,54741.0,prior,37.0,Thursday,11.0,4.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,1,8.55766,0.55985,11.145801453199072,1949,201,11
2859391.0,118.0,4.0,0.0,55947.0,prior,2.0,Monday,9.0,30.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,1,8.55766,0.55985,11.145801453199072,1949,250,1
1989484.0,118.0,1.0,0.0,60404.0,prior,3.0,Friday,10.0,14.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,4,8.55766,0.55985,11.145801453199072,1949,343,16
2956067.0,95.0,10.0,0.0,60404.0,prior,19.0,Monday,9.0,7.0,Organic Rice Vinegar,66.0,6.0,asian foods,international,4,8.55766,0.55985,11.145801453199072,6793,1234,145
960532.0,123.0,5.0,0.0,60404.0,prior,4.0,Sunday,9.0,9.0,Sherry Reserve Vinegar,19.0,13.0,oils vinegars,pantry,4,8.55766,0.55985,11.145801453199072,1991,391,32
2608186.0,160.0,1.0,0.0,60404.0,prior,11.0,Friday,9.0,6.0,100% Recycled Aluminum Foil,97.0,13.0,baking supplies decor,pantry,4,8.55766,0.55985,11.145801453199072,9039,1277,118
230415.0,118.0,1.0,0.0,63274.0,prior,5.0,Friday,8.0,30.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,1,8.55766,0.55985,11.145801453199072,1949,343,7
540508.0,118.0,13.0,0.0,65820.0,prior,41.0,Saturday,10.0,1.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,3,8.55766,0.55985,11.145801453199072,1949,204,45
2009437.0,95.0,7.0,0.0,65820.0,prior,46.0,Sunday,9.0,3.0,Organic Rice Vinegar,66.0,6.0,asian foods,international,3,8.55766,0.55985,11.145801453199072,6793,1321,93
2375046.0,165.0,8.0,0.0,65820.0,prior,12.0,Sunday,15.0,2.0,Wild Chanterelle Mushroom Ravioli,12.0,9.0,fresh pasta,dry goods pasta,3,8.55766,0.55985,11.145801453199072,4941,1044,85
624182.0,118.0,9.0,0.0,66171.0,prior,23.0,Sunday,18.0,3.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,3,8.55766,0.55985,11.145801453199072,1949,356,17
500107.0,118.0,4.0,1.0,66171.0,prior,31.0,Saturday,15.0,2.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,3,8.55766,0.55985,11.145801453199072,1949,204,47
2991584.0,83.0,2.0,0.0,66171.0,prior,96.0,Thursday,8.0,1.0,100% Whole Wheat Pita Bread,128.0,3.0,tortillas flat bread,bakery,3,8.55766,0.55985,11.145801453199072,3749,280,27
1935031.0,118.0,9.0,1.0,67485.0,prior,2.0,Friday,15.0,0.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,4,8.55766,0.55985,11.145801453199072,1949,343,44
1494923.0,118.0,3.0,1.0,67485.0,prior,15.0,Thursday,15.0,0.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,4,8.55766,0.55985,11.145801453199072,1949,201,4
3100900.0,118.0,13.0,1.0,67485.0,prior,23.0,Friday,0.0,30.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,4,8.55766,0.55985,11.145801453199072,1949,343,4
1614221.0,118.0,7.0,0.0,70162.0,prior,14.0,Monday,22.0,30.0,Ground Turkey Chub,34.0,1.0,frozen meat seafood,frozen,8,8.55766,0.55985,11.145801453199072,1949,250,8
583862.0,70.0,3.0,0.0,70162.0,prior,16.0,Sunday,14.0,13.0,Sweet Cooking Rice Seasoning,66.0,6.0,asian foods,international,8,8.55766,0.55985,11.145801453199072,305,69,9
2072706.0,34.0,1.0,0.0,70162.0,prior,10.0,Sunday,13.0,14.0,Peanut Butter Cereal,121.0,14.0,cereal,breakfast,8,8.55766,0.55985,11.145801453199072,48914,9133,913
1194086.0,34.0,2.0,1.0,70162.0,prior,11.0,Sunday,16.0,21.0,Peanut Butter Cereal,121.0,14.0,cereal,breakfast,8,8.55766,0.55985,11.145801453199072,48914,9133,700
1285391.0,34.0,2.0,1.0,70162.0,prior,12.0,Sunday,17.0,14.0,Peanut Butter Cereal,121.0,14.0,cereal,breakfast,8,8.55766,0.55985,11.145801453199072,48914,9133,687
54616.0,34.0,9.0,1.0,70162.0,prior,17.0,Sunday,7.0,28.0,Peanut Butter Cereal,121.0,14.0,cereal,breakfast,8,8.55766,0.55985,11.145801453199072,48914,9133,278
